,commande_id,client_id,produit_id,quantite,prix_unitaire,montant_total,date_commande,statut,mode_paiement,region_livraison,devise,source,annee,mois,trimestre,jour_semaine,ville,region,segment,date_inscription,nom,categorie,fournisseur,tranche_montant,saison,est_annulee,ca_perdu,delai_inscription_commande
3078,CMD-Q2-00101,CLI0130,PRD0039,2,29.83,59.66,2024-05-07,retournée,CB,PACA,EUR,Q2_2024,2024,5,2,Tuesday,Paris,PACA,PME,2023-12-24,Produit_Tél_39,Téléphonie,DataStore,<100€,printemps,False,0.0,135 days
3079,CMD-Q2-00102,CLI0126,PRD0148,5,70.91,354.54999999999995,2024-05-24,en_cours,CB,Île-de-France,EUR,Q2_2024,2024,5,2,Friday,Nice,Île-de-France,Startup,2023-12-06,,,,>2000€,printemps,False,0.0,170 days
3080,CMD-Q2-00103,CLI0204,PRD0118,9,76.42,687.78,2024-04-13,livrée,Virement,Occitanie,EUR,Q2_2024,2024,4,2,Saturday,Nantes,Auvergne-RA,Particulier,2022-03-10,,,,100-500€,printemps,False,0.0,765 days
3081,CMD-Q2-00104,CLI0145,PRD0018,2,121.33,242.66,2024-05-09,en_cours,CB,Occitanie,EUR,Q2_2024,2024,5,2,Thursday,Paris,PACA,PME,2021-09-26,,,,100-500€,printemps,False,0.0,956 days
3082,CMD-Q2-00105,CLI0304,PRD0017,6,222.33,1333.98,2024-05-25,livrée,PayPal,Nouvelle-Aquitaine,EUR,Q2_2024,2024,5,2,Saturday,Strasbourg,Nouvelle-Aquitaine,PME,2023-11-30,Produit_Inf_17,Informatique,MediaShop,100-500€,printemps,False,0.0,177 days
3083,CMD-Q2-00106,CLI9968,PRD0142,2,137.33,274.66,2024-05-19,livrée,PayPal,PACA,EUR,Q2_2024,2024,5,2,Sunday,,,,,,,,500-2000€,printemps,False,0.0,
3084,CMD-Q2-00107,CLI0446,PRD0080,2,131.51,263.02,2024-06-14,livrée,PayPal,Occitanie,EUR,Q2_2024,2024,6,2,Friday,Lyon,Auvergne-RA,Particulier,2021-09-30,,,,100-500€,été,False,0.0,988 days
3085,CMD-Q2-00108,CLI0491,PRD0096,4,33.23,132.92,2024-05-07,livrée,PayPal,Occitanie,EUR,Q2_2024,2024,5,2,Tuesday,Montpellier,PACA,Particulier,2022-06-11,Produit_Acc_96,Accessoires,ElecPlus,>2000€,printemps,False,0.0,696 days
3086,CMD-Q2-00109,CLI0471,PRD0074,6,101.69,610.14,2024-04-04,livrée,CB,Île-de-France,EUR,Q2_2024,2024,4,2,Thursday,Lille,Île-de-France,Particulier,2020-12-01,,,,500-2000€,printemps,False,0.0,1220 days
3087,CMD-Q2-00110,CLI0316,PRD0059,1,117.97,117.97,2024-05-19,livrée,Virement,Nouvelle-Aquitaine,EUR,Q2_2024,2024,5,2,Sunday,Lyon,Occitanie,PME,2021-02-15,Produit_Aud_59,Audio,ElecPlus,100-500€,printemps,False,0.0,1189 days
3088,CMD-Q2-00111,CLI0372,PRD0025,9,111.14,1000.26,2024-04-07,livrée,CB,Occitanie,EUR,Q2_2024,2024,4,2,Sunday,Toulouse,Nouvelle-Aquitaine,Particulier,2022-12-24,Produit_Inf_25,Informatique,MediaShop,500-2000€,printemps,False,0.0,470 days
3089,CMD-Q2-00112,CLI0433,PRD0130,9,186.38,1677.42,2024-06-17,en_cours,CB,Nouvelle-Aquitaine,EUR,Q2_2024,2024,6,2,Monday,Nice,Nouvelle-Aquitaine,Particulier,2023-05-12,Produit_Rés_130,Réseau,DataStore,500-2000€,été,False,0.0,402 days
3090,CMD-Q2-00113,CLI0336,PRD0038,9,45.83,412.46999999999997,2024-04-26,livrée,CB,PACA,EUR,Q2_2024,2024,4,2,Friday,Paris,Occitanie,PME,2022-09-30,Produit_Tél_38,Téléphonie,MediaShop,500-2000€,printemps,False,0.0,574 days
3091,CMD-Q2-00114,CLI0086,PRD0132,1,66.14,66.14,2024-06-11,livrée,CB,Auvergne-RA,EUR,Q2_2024,2024,6,2,Tuesday,Montpellier,Auvergne-RA,Particulier,2023-10-14,Produit_Rés_132,Réseau,MediaShop,500-2000€,été,False,0.0,241 days
3092,CMD-Q2-00115,CLI0195,PRD0032,3,109.17,327.51,2024-06-16,livrée,CB,Nouvelle-Aquitaine,EUR,Q2_2024,2024,6,2,Sunday,Lyon,PACA,Particulier,2023-10-29,,,,100-500€,été,False,0.0,231 days
3093,CMD-Q2-00116,CLI0323,PRD0118,2,76.42,152.84,2024-04-28,livrée,CB,Auvergne-RA,EUR,Q2_2024,2024,4,2,Sunday,Bordeaux,PACA,Grand Compte,2020-03-13,,,,100-500€,printemps,False,0.0,1507 days
3094,CMD-Q2-00117,CLI0109,PRD0078,2,217.49,434.98,2024-05-18,livrée,CB,Occitanie,EUR,Q2_2024,2024,5,2,Saturday,Lyon,Occitanie,Grand Compte,2021-12-05,Produit_Acc_78,Accessoires,DataStore,500-2000€,printemps,False,0.0,895 days
3095,CMD-Q2-00118,CLI0398,PRD0084,6,410.52,2463.12,2024-05-26,annulée,Virement,Nouvelle-Aquitaine,EUR,Q2_2024,2024,5,2,Sunday,Bordeaux,Île-de-France,PME,2023-06-24,Produit_Acc_84,Accessoires,DataStore,,printemps,True,2463.12,337 days
3096,CMD-Q2-00119,CLI0287,PRD0003,2,83.45,166.9,2024-05-22,livrée,Chèque,Occitanie,EUR,Q2_2024,2024,5,2,Wednesday,Marseille,Nouvelle-Aquitaine,Startup,2020-11-02,,,,500-2000€,printemps,False,0.0,1297 days
3097,CMD-Q2-00120,CLI0287,PRD0133,8,55.03,440.24,2024-05-18,annulée,CB,Auvergne-RA,EUR,Q2_2024,2024,5,2,Saturday,Marseille,Nouvelle-Aquitaine,Startup,2020-11-02,Produit_Rés_133,Réseau,DataStore,100-500€,printemps,True,440.24,1293 days
3098,CMD-Q2-00121,CLI0169,PRD0049,5,65.78,328.9,2024-04-22,livrée,PayPal,Occitanie,EUR,Q2_2024,2024,4,2,Monday,Strasbourg,Auvergne-RA,PME,2022-10-11,Produit_Tél_49,Téléphonie,TechPro,500-2000€,printemps,False,0.0,559 days
3099,CMD-Q2-00122,CLI0453,PRD0047,9,68.36,615.24,2024-06-18,livrée,CB,PACA,EUR,Q2_2024,2024,6,2,Tuesday,Paris,PACA,Particulier,2020-04-30,Produit_Tél_47,Téléphonie,TechPro,500-2000€,été,False,0.0,1510 days
3100,CMD-Q2-00123,CLI0332,PRD0053,1,79.12,79.12,2024-05-14,livrée,CB,Nouvelle-Aquitaine,EUR,Q2_2024,2024,5,2,Tuesday,Nice,Occitanie,Particulier,2020-06-18,Produit_Tél_53,Téléphonie,ElecPlus,<100€,printemps,False,0.0,1426 days
3101,CMD-Q2-00124,CLI0430,PRD0123,8,71.91,575.28,2024-05-13,retournée,PayPal,Île-de-France,EUR,Q2_2024,2024,5,2,Monday,Lyon,Nouvelle-Aquitaine,Startup,2023-01-12,Produit_Sto_123,Stockage,ElecPlus,100-500€,printemps,False,0.0,487 days
3102,CMD-Q2-00125,CLI0234,PRD0042,2,126.36,252.72,2024-05-14,retournée,Chèque,Nouvelle-Aquitaine,EUR,Q2_2024,2024,5,2,Tuesday,Toulouse,Nouvelle-Aquitaine,PME,2022-02-08,,,,500-2000€,printemps,False,0.0,826 days
3103,CMD-Q2-00126,CLI0066,PRD0075,2,71.64,143.28,2024-04-10,livrée,Virement,Occitanie,EUR,Q2_2024,2024,4,2,Wednesday,Nantes,Île-de-France,PME,2021-07-20,,,,100-500€,printemps,False,0.0,995 days
3104,CMD-Q2-00127,CLI0083,PRD0012,3,295.77,887.31,2024-04-11,livrée,CB,Auvergne-RA,EUR,Q2_2024,2024,4,2,Thursday,Strasbourg,Nouvelle-Aquitaine,Particulier,2022-03-15,Produit_Inf_12,Informatique,TechPro,500-2000€,printemps,False,0.0,758 days
3105,CMD-Q2-00128,CLI0366,PRD0134,7,487.38,3411.66,2024-06-11,livrée,Virement,PACA,EUR,Q2_2024,2024,6,2,Tuesday,Lille,Auvergne-RA,PME,2020-08-22,Produit_Rés_134,Réseau,DataStore,100-500€,été,False,0.0,1389 days
3106,CMD-Q2-00129,CLI0161,PRD0116,5,52.36,261.8,2024-06-09,livrée,CB,Île-de-France,EUR,Q2_2024,2024,6,2,Sunday,Nice,PACA,Particulier,2021-08-14,Produit_Sto_116,Stockage,DataStore,100-500€,été,False,0.0,1030 days
3107,CMD-Q2-00130,CLI0432,PRD0115,6,374.29,2245.7400000000002,2024-04-22,en_cours,Virement,Île-de-France,EUR,Q2_2024,2024,4,2,Monday,Nantes,Auvergne-RA,PME,2023-09-03,Produit_Sto_115,Stockage,MediaShop,100-500€,printemps,False,0.0,232 days
3108,CMD-Q2-00131,CLI0225,PRD0087,8,72.84,582.72,2024-04-29,livrée,Chèque,Occitanie,EUR,Q2_2024,2024,4,2,Monday,Montpellier,Île-de-France,Startup,2023-02-27,Produit_Acc_87,Accessoires,ElecPlus,500-2000€,printemps,False,0.0,427 days
3109,CMD-Q2-00132,CLI0219,PRD0089,9,93.09,837.8100000000001,2024-06-13,livrée,CB,Nouvelle-Aquitaine,EUR,Q2_2024,2024,6,2,Thursday,Nantes,Occitanie,PME,2021-05-24,,,,100-500€,été,False,0.0,1116 days
3110,CMD-Q2-00133,CLI0263,PRD0006,1,79.23,79.23,2024-05-21,livrée,CB,Occitanie,EUR,Q2_2024,2024,5,2,Tuesday,Bordeaux,PACA,Grand Compte,2020-09-06,Produit_Inf_6,Informatique,ElecPlus,500-2000€,printemps,False,0.0,1353 days
3111,CMD-Q2-00134,CLI0109,PRD0008,2,308.27,616.54,2024-05-28,livrée,CB,Nouvelle-Aquitaine,EUR,Q2_2024,2024,5,2,Tuesday,Lyon,Occitanie,Grand Compte,2021-12-05,Produit_Inf_8,Informatique,DataStore,500-2000€,printemps,False,0.0,905 days
3112,CMD-Q2-00135,CLI0255,PRD0007,2,290.01,580.02,2024-04-27,livrée,CB,Auvergne-RA,EUR,Q2_2024,2024,4,2,Saturday,Bordeaux,PACA,Particulier,2020-03-18,Produit_Inf_7,Informatique,ElecPlus,100-500€,printemps,False,0.0,1501 days
3113,CMD-Q2-00136,CLI0322,PRD0074,7,101.69,711.8299999999999,2024-05-07,en_cours,CB,Île-de-France,EUR,Q2_2024,2024,5,2,Tuesday,Montpellier,Île-de-France,Grand Compte,2020-10-03,,,,<100€,printemps,False,0.0,1312 days
3114,CMD-Q2-00137,CLI0082,PRD0057,3,85.5,256.5,2024-05-06,livrée,Virement,Nouvelle-Aquitaine,EUR,Q2_2024,2024,5,2,Monday,Toulouse,Nouvelle-Aquitaine,PME,2022-10-19,,,,100-500€,printemps,False,0.0,565 days
3115,CMD-Q2-00138,CLI0463,PRD0059,6,117.97,707.8199999999999,2024-06-18,livrée,Virement,PACA,EUR,Q2_2024,2024,6,2,Tuesday,Marseille,Auvergne-RA,PME,2022-10-16,Produit_Aud_59,Audio,ElecPlus,100-500€,été,False,0.0,611 days
3116,CMD-Q2-00139,CLI0231,PRD0054,8,124.37,994.96,2024-04-23,livrée,PayPal,Nouvelle-Aquitaine,EUR,Q2_2024,2024,4,2,Tuesday,Marseille,PACA,Particulier,2022-02-11,Produit_Tél_54,Téléphonie,TechPro,100-500€,printemps,False,0.0,802 days
3117,CMD-Q2-00140,CLI0072,PRD0080,7,131.51,920.5699999999999,2024-06-19,retournée,PayPal,Auvergne-RA,EUR,Q2_2024,2024,6,2,Wednesday,Marseille,PACA,Particulier,2023-09-03,,,,>2000€,été,False,0.0,290 days
3118,CMD-Q2-00141,CLI0399,PRD0009,3,58.82,176.46,2024-06-22,livrée,Virement,Occitanie,EUR,Q2_2024,2024,6,2,Saturday,Paris,Île-de-France,Particulier,2022-09-06,Produit_Inf_9,Informatique,ElecPlus,100-500€,été,False,0.0,655 days
3119,CMD-Q2-00142,CLI0197,PRD0103,5,57.7,288.5,2024-05-15,livrée,Chèque,Auvergne-RA,EUR,Q2_2024,2024,5,2,Wednesday,Bordeaux,Occitanie,Particulier,2020-03-13,Produit_Sto_103,Stockage,DataStore,100-500€,printemps,False,0.0,1524 days
3120,CMD-Q2-00143,CLI0198,PRD0067,6,126.77,760.62,2024-06-19,livrée,Virement,Île-de-France,EUR,Q2_2024,2024,6,2,Wednesday,Paris,Nouvelle-Aquitaine,Grand Compte,2021-05-31,Produit_Aud_67,Audio,TechPro,100-500€,été,False,0.0,1115 days
3121,CMD-Q2-00144,CLI0032,PRD0138,9,67.74,609.66,2024-06-18,livrée,Virement,Nouvelle-Aquitaine,EUR,Q2_2024,2024,6,2,Tuesday,Nice,Occitanie,PME,2022-03-04,,,,500-2000€,été,False,0.0,837 days
3122,CMD-Q2-00145,CLI0222,PRD0076,8,211.08,1688.64,2024-04-05,livrée,CB,Auvergne-RA,EUR,Q2_2024,2024,4,2,Friday,Toulouse,Nouvelle-Aquitaine,PME,2021-09-20,,,,<100€,printemps,False,0.0,928 days
3123,CMD-Q2-00146,CLI0067,PRD0127,2,63.31,126.62,2024-05-03,livrée,Chèque,Nouvelle-Aquitaine,EUR,Q2_2024,2024,5,2,Friday,Toulouse,Île-de-France,Particulier,2020-07-20,Produit_Rés_127,Réseau,MediaShop,500-2000€,printemps,False,0.0,1383 days
3124,CMD-Q2-00147,CLI0116,PRD0066,1,181.07,181.07,2024-04-10,livrée,CB,Île-de-France,EUR,Q2_2024,2024,4,2,Wednesday,Montpellier,PACA,PME,2023-05-03,,,,100-500€,printemps,False,0.0,343 days
3125,CMD-Q2-00148,CLI0252,PRD0047,2,68.36,136.72,2024-04-09,livrée,CB,Nouvelle-Aquitaine,EUR,Q2_2024,2024,4,2,Tuesday,Nice,Occitanie,Particulier,2020-01-19,Produit_Tél_47,Téléphonie,TechPro,100-500€,printemps,False,0.0,1542 days
3126,CMD-Q2-00149,CLI0192,PRD0020,8,304.72,2437.76,2024-04-17,livrée,CB,Auvergne-RA,EUR,Q2_2024,2024,4,2,Wednesday,Lyon,Occitanie,PME,2021-04-27,Produit_Inf_20,Informatique,TechPro,500-2000€,printemps,False,0.0,1086 days
3127,CMD-Q2-00150,CLI0211,PRD0139,2,128.88,257.76,2024-06-02,retournée,Virement,Île-de-France,EUR,Q2_2024,2024,6,2,Sunday,Bordeaux,Auvergne-RA,Particulier,2022-03-03,Produit_Rés_139,Réseau,MediaShop,>2000€,été,False,0.0,822 days
3128,CMD-Q2-00151,CLI0066,PRD0110,9,126.57,1139.1299999999999,2024-04-30,livrée,CB,Île-de-France,EUR,Q2_2024,2024,4,2,Tuesday,Nantes,Île-de-France,PME,2021-07-20,Produit_Sto_110,Stockage,ElecPlus,100-500€,printemps,False,0.0,1015 days
3129,CMD-Q2-00152,CLI0319,PRD0006,6,79.23,475.38,2024-06-16,livrée,Chèque,Auvergne-RA,EUR,Q2_2024,2024,6,2,Sunday,Nantes,Île-de-France,Particulier,2022-02-09,Produit_Inf_6,Informatique,ElecPlus,>2000€,été,False,0.0,858 days
3130,CMD-Q2-00153,CLI0378,PRD0033,5,291.53,1457.6499999999999,2024-05-14,livrée,CB,Île-de-France,EUR,Q2_2024,2024,5,2,Tuesday,Toulouse,Île-de-France,Particulier,2021-06-02,,,,500-2000€,printemps,False,0.0,1077 days
3131,CMD-Q2-00154,CLI0287,PRD0062,7,51.87,363.09,2024-06-02,livrée,Virement,Île-de-France,EUR,Q2_2024,2024,6,2,Sunday,Marseille,Nouvelle-Aquitaine,Startup,2020-11-02,,,,500-2000€,été,False,0.0,1308 days
3132,CMD-Q2-00155,CLI0193,PRD0133,6,55.03,330.18,2024-05-20,livrée,CB,Auvergne-RA,EUR,Q2_2024,2024,5,2,Monday,Strasbourg,Occitanie,Grand Compte,2023-12-26,Produit_Rés_133,Réseau,DataStore,<100€,printemps,False,0.0,146 days
3133,CMD-Q2-00156,CLI0218,PRD0017,4,222.33,889.32,2024-05-06,annulée,PayPal,Auvergne-RA,EUR,Q2_2024,2024,5,2,Monday,Nantes,Auvergne-RA,PME,2022-02-06,Produit_Inf_17,Informatique,MediaShop,500-2000€,printemps,True,889.32,820 days
3134,CMD-Q2-00157,CLI0162,PRD0044,2,146.42,292.84,2024-04-21,livrée,CB,Île-de-France,EUR,Q2_2024,2024,4,2,Sunday,Toulouse,Nouvelle-Aquitaine,Particulier,2022-08-29,Produit_Tél_44,Téléphonie,MediaShop,500-2000€,printemps,False,0.0,601 days
3135,CMD-Q2-00158,CLI0437,PRD0032,8,109.17,873.36,2024-05-23,annulée,CB,Occitanie,EUR,Q2_2024,2024,5,2,Thursday,Marseille,PACA,Particulier,2021-04-25,,,,500-2000€,printemps,True,873.36,1124 days
3136,CMD-Q2-00159,CLI0033,PRD0023,8,163.48,1307.84,2024-04-29,en_cours,CB,PACA,EUR,Q2_2024,2024,4,2,Monday,Nantes,PACA,Startup,2020-12-02,Produit_Inf_23,Informatique,TechPro,100-500€,printemps,False,0.0,1244 days
3137,CMD-Q2-00160,CLI0468,PRD0144,7,212.05,1484.3500000000001,2024-05-05,retournée,CB,PACA,EUR,Q2_2024,2024,5,2,Sunday,Toulouse,Auvergne-RA,Particulier,2022-10-27,Produit_Rés_144,Réseau,DataStore,500-2000€,printemps,False,0.0,556 days
3138,CMD-Q2-00161,CLI0353,PRD0043,8,100.34,802.72,2024-06-22,livrée,Chèque,PACA,EUR,Q2_2024,2024,6,2,Saturday,Nantes,PACA,PME,2022-06-28,,,,500-2000€,été,False,0.0,725 days
3139,CMD-Q2-00162,CLI0173,PRD0054,1,124.37,124.37,2024-04-25,annulée,Chèque,Nouvelle-Aquitaine,EUR,Q2_2024,2024,4,2,Thursday,Toulouse,Île-de-France,PME,2023-05-28,Produit_Tél_54,Téléphonie,TechPro,500-2000€,printemps,True,124.37,333 days
3140,CMD-Q2-00163,CLI0238,PRD0040,7,71.91,503.37,2024-04-09,livrée,CB,Île-de-France,EUR,Q2_2024,2024,4,2,Tuesday,Montpellier,Nouvelle-Aquitaine,Grand Compte,2020-09-12,,,,100-500€,printemps,False,0.0,1305 days
3141,CMD-Q2-00164,CLI0061,PRD0077,9,151.78,1366.02,2024-06-06,livrée,Chèque,Auvergne-RA,EUR,Q2_2024,2024,6,2,Thursday,Bordeaux,PACA,Startup,2022-05-21,,,,100-500€,été,False,0.0,747 days
3142,CMD-Q2-00165,CLI0069,PRD0120,4,107.93,431.72,2024-04-17,annulée,CB,Auvergne-RA,EUR,Q2_2024,2024,4,2,Wednesday,Marseille,Île-de-France,Particulier,2021-12-10,,,,500-2000€,printemps,True,431.72,859 days
3143,CMD-Q2-00166,CLI0441,PRD0070,1,28.37,28.37,2024-05-06,livrée,CB,Occitanie,EUR,Q2_2024,2024,5,2,Monday,Paris,Auvergne-RA,PME,2023-06-14,Produit_Aud_70,Audio,ElecPlus,500-2000€,printemps,False,0.0,327 days
3144,CMD-Q2-00167,CLI0118,PRD0124,9,55.52,499.68,2024-04-12,annulée,Virement,Auvergne-RA,EUR,Q2_2024,2024,4,2,Friday,Montpellier,PACA,Particulier,2022-07-02,Produit_Rés_124,Réseau,ElecPlus,500-2000€,printemps,True,499.68,650 days
3145,CMD-Q2-00168,CLI0073,PRD0023,6,163.48,980.8799999999999,2024-04-28,livrée,CB,PACA,EUR,Q2_2024,2024,4,2,Sunday,Paris,Occitanie,PME,2023-03-13,Produit_Inf_23,Informatique,TechPro,100-500€,printemps,False,0.0,412 days
3146,CMD-Q2-00169,CLI0082,PRD0099,1,182.41,182.41,2024-05-31,livrée,CB,Occitanie,EUR,Q2_2024,2024,5,2,Friday,Toulouse,Nouvelle-Aquitaine,PME,2022-10-19,Produit_Sto_99,Stockage,DataStore,100-500€,printemps,False,0.0,590 days
3147,CMD-Q2-00170,CLI0498,PRD0081,3,49.36,148.07999999999998,2024-04-30,retournée,CB,Auvergne-RA,EUR,Q2_2024,2024,4,2,Tuesday,Lyon,Nouvelle-Aquitaine,Particulier,2020-06-18,,,,100-500€,printemps,False,0.0,1412 days
3148,CMD-Q2-00171,CLI0337,PRD0108,8,100.76,806.08,2024-06-15,livrée,CB,Auvergne-RA,EUR,Q2_2024,2024,6,2,Saturday,Strasbourg,Nouvelle-Aquitaine,PME,2023-07-27,Produit_Sto_108,Stockage,DataStore,>2000€,été,False,0.0,324 days
3149,CMD-Q2-00172,CLI0279,PRD0066,9,181.07,1629.6299999999999,2024-05-31,livrée,PayPal,PACA,EUR,Q2_2024,2024,5,2,Friday,Strasbourg,PACA,PME,2020-10-09,,,,100-500€,printemps,False,0.0,1330 days
3150,CMD-Q2-00173,CLI0170,PRD0027,9,45.84,412.56000000000006,2024-05-25,livrée,Virement,Nouvelle-Aquitaine,EUR,Q2_2024,2024,5,2,Saturday,Lyon,Île-de-France,Particulier,2023-05-26,Produit_Tél_27,Téléphonie,DataStore,500-2000€,printemps,False,0.0,365 days
3151,CMD-Q2-00174,CLI0269,PRD0147,9,56.16,505.43999999999994,2024-06-14,livrée,CB,Auvergne-RA,EUR,Q2_2024,2024,6,2,Friday,Lille,Île-de-France,Particulier,2022-08-23,Produit_Rés_147,Réseau,ElecPlus,100-500€,été,False,0.0,661 days
3152,CMD-Q2-00175,CLI9993,PRD0046,8,69.9,559.2,2024-05-18,livrée,CB,Auvergne-RA,EUR,Q2_2024,2024,5,2,Saturday,,,,,Produit_Tél_46,Téléphonie,ElecPlus,500-2000€,printemps,False,0.0,
3153,CMD-Q2-00176,CLI0422,PRD0100,9,62.84,565.5600000000001,2024-04-07,en_cours,CB,PACA,EUR,Q2_2024,2024,4,2,Sunday,Bordeaux,PACA,Grand Compte,2022-04-05,Produit_Sto_100,Stockage,DataStore,100-500€,printemps,False,0.0,733 days
3154,CMD-Q2-00177,CLI0201,PRD0116,4,52.36,209.44,2024-04-05,livrée,CB,Occitanie,EUR,Q2_2024,2024,4,2,Friday,Nice,Nouvelle-Aquitaine,Startup,2020-10-13,Produit_Sto_116,Stockage,DataStore,100-500€,printemps,False,0.0,1270 days
3155,CMD-Q2-00178,CLI0370,PRD0084,6,410.52,2463.12,2024-04-11,livrée,CB,Auvergne-RA,EUR,Q2_2024,2024,4,2,Thursday,Lille,Île-de-France,Particulier,2022-08-09,Produit_Acc_84,Accessoires,DataStore,500-2000€,printemps,False,0.0,611 days
3156,CMD-Q2-00179,CLI0046,PRD0079,7,400.46,2803.22,2024-05-07,livrée,Virement,PACA,EUR,Q2_2024,2024,5,2,Tuesday,Nice,Occitanie,Particulier,2022-04-24,Produit_Acc_79,Accessoires,TechPro,100-500€,printemps,False,0.0,744 days
3157,CMD-Q2-00180,CLI0043,PRD0150,8,81.48,651.84,2024-05-11,livrée,CB,Auvergne-RA,EUR,Q2_2024,2024,5,2,Saturday,Bordeaux,Auvergne-RA,Particulier,2020-03-15,Produit_Rés_150,Réseau,MediaShop,500-2000€,printemps,False,0.0,1518 days
3158,CMD-Q2-00181,CLI0010,PRD0099,1,182.41,182.41,2024-06-22,livrée,CB,Auvergne-RA,EUR,Q2_2024,2024,6,2,Saturday,Toulouse,Nouvelle-Aquitaine,Particulier,2023-11-26,Produit_Sto_99,Stockage,DataStore,500-2000€,été,False,0.0,209 days
3159,CMD-Q2-00182,CLI0012,PRD0133,6,55.03,330.18,2024-04-04,livrée,CB,PACA,EUR,Q2_2024,2024,4,2,Thursday,Nice,Nouvelle-Aquitaine,Particulier,2021-11-28,Produit_Rés_133,Réseau,DataStore,500-2000€,printemps,False,0.0,858 days
3160,CMD-Q2-00183,CLI0236,PRD0033,5,291.53,1457.6499999999999,2024-06-09,livrée,Virement,Occitanie,EUR,Q2_2024,2024,6,2,Sunday,Lyon,Nouvelle-Aquitaine,PME,2023-04-10,,,,500-2000€,été,False,0.0,426 days
3161,CMD-Q2-00184,CLI0051,PRD0010,4,81.94,327.76,2024-04-14,en_cours,PayPal,Auvergne-RA,EUR,Q2_2024,2024,4,2,Sunday,Montpellier,PACA,Particulier,2020-09-26,Produit_Inf_10,Informatique,MediaShop,100-500€,printemps,False,0.0,1296 days
3162,CMD-Q2-00185,CLI0424,PRD0065,6,352.58,2115.48,2024-04-25,livrée,Virement,Nouvelle-Aquitaine,EUR,Q2_2024,2024,4,2,Thursday,Toulouse,Île-de-France,PME,2023-09-21,Produit_Aud_65,Audio,MediaShop,500-2000€,printemps,False,0.0,217 days
3163,CMD-Q2-00186,CLI0205,PRD0063,8,86.81,694.48,2024-06-24,livrée,CB,Île-de-France,EUR,Q2_2024,2024,6,2,Monday,Nantes,Nouvelle-Aquitaine,Particulier,2021-04-25,Produit_Aud_63,Audio,ElecPlus,500-2000€,été,False,0.0,1156 days
3164,CMD-Q2-00187,CLI0004,PRD0082,2,36.44,72.88,2024-06-04,livrée,Virement,Nouvelle-Aquitaine,EUR,Q2_2024,2024,6,2,Tuesday,Nantes,PACA,Particulier,2023-10-20,Produit_Acc_82,Accessoires,DataStore,100-500€,été,False,0.0,228 days
3165,CMD-Q2-00188,CLI0433,PRD0077,3,151.78,455.34000000000003,2024-04-21,livrée,Virement,Nouvelle-Aquitaine,EUR,Q2_2024,2024,4,2,Sunday,Nice,Nouvelle-Aquitaine,Particulier,2023-05-12,,,,<100€,printemps,False,0.0,345 days
3166,CMD-Q2-00189,CLI0348,PRD0143,4,104.0,416.0,2024-06-11,livrée,Chèque,Nouvelle-Aquitaine,EUR,Q2_2024,2024,6,2,Tuesday,Nantes,Occitanie,Grand Compte,2022-06-24,Produit_Rés_143,Réseau,TechPro,100-500€,été,False,0.0,718 days
3167,CMD-Q2-00190,CLI0386,PRD0107,7,101.48,710.36,2024-06-11,livrée,Chèque,PACA,EUR,Q2_2024,2024,6,2,Tuesday,Lyon,Auvergne-RA,PME,2020-01-05,Produit_Sto_107,Stockage,ElecPlus,500-2000€,été,False,0.0,1619 days
3168,CMD-Q2-00191,CLI0395,PRD0006,4,79.23,316.92,2024-06-08,en_cours,CB,Nouvelle-Aquitaine,EUR,Q2_2024,2024,6,2,Saturday,Nantes,Occitanie,Particulier,2020-05-16,Produit_Inf_6,Informatique,ElecPlus,100-500€,été,False,0.0,1484 days
3169,CMD-Q2-00192,CLI0081,PRD0072,3,121.78,365.34000000000003,2024-06-04,annulée,CB,Auvergne-RA,EUR,Q2_2024,2024,6,2,Tuesday,Lyon,Auvergne-RA,Grand Compte,2020-05-30,,,,100-500€,été,True,365.34000000000003,1466 days
3170,CMD-Q2-00193,CLI0332,PRD0109,3,18.3,54.900000000000006,2024-04-26,livrée,PayPal,Nouvelle-Aquitaine,EUR,Q2_2024,2024,4,2,Friday,Nice,Occitanie,Particulier,2020-06-18,,,,500-2000€,printemps,False,0.0,1408 days
3171,CMD-Q2-00194,CLI0224,PRD0023,7,163.48,1144.36,2024-05-12,en_cours,CB,PACA,EUR,Q2_2024,2024,5,2,Sunday,Nice,Occitanie,Startup,2021-09-16,Produit_Inf_23,Informatique,TechPro,500-2000€,printemps,False,0.0,969 days
3172,CMD-Q2-00195,CLI0215,PRD0100,6,62.84,377.04,2024-04-29,livrée,CB,Auvergne-RA,EUR,Q2_2024,2024,4,2,Monday,Lyon,Nouvelle-Aquitaine,PME,2020-10-13,Produit_Sto_100,Stockage,DataStore,100-500€,printemps,False,0.0,1294 days
3173,CMD-Q2-00196,CLI0434,PRD0034,7,36.63,256.41,2024-06-08,livrée,CB,Île-de-France,EUR,Q2_2024,2024,6,2,Saturday,Lyon,Nouvelle-Aquitaine,Particulier,2020-06-14,Produit_Tél_34,Téléphonie,MediaShop,500-2000€,été,False,0.0,1455 days
3174,CMD-Q2-00197,CLI0220,PRD0003,4,83.45,333.8,2024-04-05,livrée,PayPal,Nouvelle-Aquitaine,EUR,Q2_2024,2024,4,2,Friday,Toulouse,Auvergne-RA,Particulier,2023-12-17,,,,500-2000€,printemps,False,0.0,110 days
